ID,City,Age,Religion,Ethnic,Educational Level,Occupation,Social Class,Montly Expenditure for Food (%),Religious Value in Type of Food,Religious Value in Eating Places,Religious Value in Consumption Pattern,Practice of Food Consumption Based on Religious Rules,Practice of Food Consumption Based on Custom Rules,Buying Food Product in the Right Place Based on Religious Rules,Practice of Consumption Traditional Food
295,Bandung,46,Islam,Java,Diploma,Private Employees,Middle Class,65,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree
296,Bandung,30,Islam,Madura,Master and doctoral degree,Private Employees,Middle Class,41,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
297,Bandung,41,Islam,Java,Bachelor degree,Teacher?/Lecturer,Upper Class,26,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree
298,Bandung,26,Islam,Minang,Bachelor degree,Teacher?/Lecturer,Upper Class,76,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
299,Bandung,29,Islam,Minang,Senior High School,Government Employees,Upper Class,22,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree
300,Bandung,31,Catholic,Other,Bachelor degree,Government Employees,Middle Class,18,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
301,Bandung,36,Islam,Minang,Senior High School,Government Employees,Lower Class,57,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree
302,Bandung,52,Islam,Minang,Senior High School,Government Employees,Middle Class,43,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
303,Bandung,60,Islam,Sunda,Diploma,Government Employees,Middle Class,38,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree
304,Bandung,54,Hindu,Bali,Diploma,Police Officer?/Army,Lower Class,61,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree
305,Bandung,41,Protestant,Bugis,Bachelor degree,Police Officer?/Army,Lower Class,58,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
306,Bandung,60,Protestant,Batak,Senior High School,Private Employees,Middle Class,34,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree
307,Bandung,27,Catholic,Batak,Diploma,Private Employees,Upper Class,26,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
308,Bandung,52,Islam,Sunda,Diploma,Government Employees,Lower Class,57,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree
309,Bandung,56,Islam,Minang,Diploma,Police Officer?/Army,Upper Class,24,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree
310,Bandung,45,Islam,Madura,Master and doctoral degree,Private Employees,Upper Class,27,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
311,Bandung,30,Islam,Sunda,Bachelor degree,Private Employees,Lower Class,67,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
312,Bandung,61,Islam,Sunda,Bachelor degree,Private Employees,Middle Class,36,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
313,Bandung,25,Catholic,Sunda,Diploma,Enterpreneur,Middle Class,42,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
314,Bandung,25,Catholic,Sunda,Diploma,Enterpreneur,Lower Class,73,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
315,Bandung,26,Catholic,Java,Diploma,Enterpreneur,Middle Class,41,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
316,Bandung,36,Islam,Sunda,Diploma,Enterpreneur,Middle Class,33,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
317,Bandung,52,Islam,Minang,Diploma,Government Employees,Upper Class,19,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
318,Bandung,64,Islam,Sunda,Senior High School,Government Employees,Lower Class,69,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree
319,Bandung,54,Islam,Sunda,Diploma,Government Employees,Upper Class,23,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
320,Bandung,40,Islam,Minang,Senior High School,Government Employees,Upper Class,25,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
321,Bandung,60,Islam,Minang,Senior High School,Government Employees,Lower Class,57,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
322,Bandung,35,Catholic,Batak,Master and doctoral degree,Private Employees,Middle Class,43,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree
323,Bandung,56,Catholic,Sunda,Bachelor degree,Private Employees,Middle Class,38,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
324,Bandung,49,Catholic,Sunda,Bachelor degree,Private Employees,Lower Class,61,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree
325,Surabaya,38,Islam,Java,Senior High School,Private Employees,Lower Class,58,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
326,Surabaya,31,Islam,Madura,Diploma,Enterpreneur,Middle Class,34,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
327,Surabaya,36,Islam,Java,Diploma,Enterpreneur,Upper Class,26,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
328,Surabaya,52,Catholic,Sunda,Bachelor degree,Enterpreneur,Lower Class,57,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
329,Surabaya,59,Protestant,Madura,Bachelor degree,Enterpreneur,Upper Class,24,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree
330,Surabaya,43,Catholic,Sunda,Master and doctoral degree,Enterpreneur,Upper Class,27,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree
331,Surabaya,47,Catholic,Other,Bachelor degree,Enterpreneur,Lower Class,67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
332,Surabaya,28,Islam,Madura,Bachelor degree,Government Employees,Middle Class,36,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
333,Surabaya,48,Islam,Madura,Master and doctoral degree,Government Employees,Middle Class,42,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree
334,Surabaya,36,Islam,Madura,Bachelor degree,Government Employees,Lower Class,73,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
335,Surabaya,39,Islam,Madura,Master and doctoral degree,Government Employees,Middle Class,41,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
336,Surabaya,53,Islam,Madura,Master and doctoral degree,Government Employees,Middle Class,33,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree
337,Surabaya,57,Protestant,Batak,Senior High School,Government Employees,Upper Class,19,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree
338,Surabaya,46,Protestant,Batak,Bachelor degree,Government Employees,Lower Class,69,Agree,Strongly Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree
339,Surabaya,53,Catholic,Batak,Senior High School,Enterpreneur,Upper Class,23,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
340,Surabaya,58,Catholic,Batak,Senior High School,Enterpreneur,Upper Class,25,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
341,Surabaya,62,Islam,Java,Diploma,Enterpreneur,Lower Class,58,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree
342,Surabaya,54,Islam,Madura,Diploma,Enterpreneur,Middle Class,44,Strongly Agree,Strongly Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
343,Surabaya,43,Islam,Java,Bachelor degree,Enterpreneur,Middle Class,35,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
344,Surabaya,32,Islam,Madura,Senior High School,Enterpreneur,Lower Class,59,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Agree
345,Surabaya,42,Islam,Madura,Senior High School,Independent Worker,Lower Class,65,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
346,Surabaya,38,Islam,Madura,Diploma,Independent Worker,Middle Class,41,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree
347,Surabaya,41,Islam,Madura,Diploma,Independent Worker,Upper Class,26,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree
348,Surabaya,45,Islam,Madura,Bachelor degree,Independent Worker,Lower Class,76,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
349,Surabaya,32,Catholic,Other,Bachelor degree,Independent Worker,Upper Class,22,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
350,Surabaya,26,Islam,Madura,Master and doctoral degree,Independent Worker,Upper Class,18,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
351,Surabaya,31,Islam,Madura,Bachelor degree,Private Employees,Lower Class,57,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree
352,Surabaya,25,Islam,Madura,Master and doctoral degree,Private Employees,Middle Class,43,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree
353,Surabaya,37,Islam,Java,Bachelor degree,Private Employees,Middle Class,38,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
354,Surabaya,63,Islam,Madura,Bachelor degree,Private Employees,Lower Class,61,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree
355,Surabaya,40,Islam,Java,Bachelor degree,Government Employees,Middle Class,58,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree
356,Surabaya,37,Catholic,Java,Primary School,Government Employees,Middle Class,34,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
357,Surabaya,38,Catholic,Madura,Senior High School,Enterpreneur,Upper Class,26,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree
358,Surabaya,61,Catholic,Madura,Diploma,Enterpreneur,Lower Class,57,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
359,Surabaya,32,Islam,Java,Bachelor degree,Enterpreneur,Upper Class,24,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
360,Surabaya,27,Islam,Java,Master and doctoral degree,Private Employees,Upper Class,27,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
361,Surabaya,62,Islam,Java,Primary School,Private Employees,Lower Class,67,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree
362,Surabaya,37,Islam,Madura,Primary School,Private Employees,Middle Class,36,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
363,Surabaya,49,Islam,Madura,Bachelor degree,Private Employees,Middle Class,42,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
364,Surabaya,33,Islam,Java,Diploma,Private Employees,Lower Class,73,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
365,Surabaya,42,Protestant,Batak,Diploma,Private Employees,Lower Class,41,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
366,Surabaya,30,Catholic,Madura,Bachelor degree,Private Employees,Middle Class,33,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree
367,Surabaya,50,Catholic,Batak,Bachelor degree,Teacher?/Lecturer,Upper Class,19,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
368,Surabaya,35,Islam,Java,Bachelor degree,Teacher?/Lecturer,Lower Class,69,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
369,Surabaya,42,Islam,Madura,Senior High School,Government Employees,Upper Class,23,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
370,Surabaya,28,Islam,Madura,Diploma,Government Employees,Upper Class,25,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree
371,Surabaya,28,Islam,Madura,Bachelor degree,Government Employees,Lower Class,57,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
372,Surabaya,38,Islam,Madura,Master and doctoral degree,Government Employees,Middle Class,43,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
373,Surabaya,63,Islam,Madura,Junior High School,Government Employees,Middle Class,38,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
374,Surabaya,35,Catholic,Bugis,Diploma,Police Officer?/Army,Lower Class,61,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
375,Surabaya,30,Islam,Java,Bachelor degree,Police Officer?/Army,Middle Class,58,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
376,Surabaya,61,Islam,Sunda,Bachelor degree,Private Employees,Middle Class,34,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree
377,Surabaya,30,Islam,Java,Master and doctoral degree,Private Employees,Upper Class,26,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
378,Surabaya,45,Hindu,Bali,Master and doctoral degree,Government Employees,Lower Class,57,Agree,Agree,Agree,Agree,Agree,Agree,Agree
379,Surabaya,27,Protestant,Java,Bachelor degree,Police Officer?/Army,Upper Class,24,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
380,Surabaya,26,Catholic,Minang,Bachelor degree,Private Employees,Upper Class,27,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree
381,Surabaya,52,Catholic,Bugis,Senior High School,Private Employees,Middle Class,67,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree
382,Surabaya,59,Islam,Java,Junior High School,Private Employees,Middle Class,36,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Neither agree nor disagree,Agree
383,Surabaya,34,Islam,Java,Senior High School,Enterpreneur,Middle Class,42,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
384,Surabaya,35,Islam,Madura,Senior High School,Enterpreneur,Lower Class,73,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
385,Surabaya,60,Islam,Madura,Junior High School,Enterpreneur,Lower Class,41,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
386,Surabaya,50,Islam,Java,Senior High School,Enterpreneur,Middle Class,33,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
387,Surabaya,40,Protestant,Batak,Master and doctoral degree,Government Employees,Upper Class,19,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
388,Surabaya,30,Protestant,Batak,Bachelor degree,Government Employees,Lower Class,69,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree
389,Surabaya,61,Catholic,Bugis,Bachelor degree,Government Employees,Lower Class,23,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
390,Surabaya,32,Catholic,Bugis,Bachelor degree,Government Employees,Middle Class,25,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
391,Surabaya,43,Islam,Java,Diploma,Government Employees,Middle Class,58,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
392,Surabaya,29,Islam,Java,Bachelor degree,Private Employees,Upper Class,44,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
393,Surabaya,36,Islam,Madura,Master and doctoral degree,Private Employees,Lower Class,35,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
394,Surabaya,40,Islam,Madura,Master and doctoral degree,Private Employees,Lower Class,59,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
395,Surabaya,55,Islam,Sunda,Junior High School,Private Employees,Middle Class,65,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
396,Surabaya,33,Islam,Minang,Diploma,Enterpreneur,Middle Class,41,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree
397,Surabaya,34,Islam,Madura,Diploma,Enterpreneur,Upper Class,26,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
398,Surabaya,28,Islam,Madura,Senior High School,Enterpreneur,Upper Class,76,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree
399,Surabaya,30,Catholic,Batak,Diploma,Enterpreneur,Upper Class,22,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree
400,Surabaya,29,Islam,Madura,Senior High School,Enterpreneur,Middle Class,18,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
401,Surabaya,25,Islam,Sunda,Senior High School,Enterpreneur,Lower Class,57,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
402,Surabaya,36,Islam,Madura,Diploma,Government Employees,Middle Class,43,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
403,Surabaya,52,Islam,Madura,Diploma,Government Employees,Middle Class,38,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree
404,Surabaya,59,Islam,Java,Bachelor degree,Government Employees,Lower Class,61,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
405,Surabaya,54,Islam,Minang,Senior High School,Government Employees,Lower Class,58,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree
406,Surabaya,47,Catholic,Java,Diploma,Government Employees,Middle Class,34,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
407,Surabaya,28,Catholic,Java,Diploma,Government Employees,Upper Class,26,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
408,Surabaya,48,Catholic,Batak,Master and doctoral degree,Government Employees,Lower Class,57,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
409,Surabaya,36,Islam,Madura,Bachelor degree,Enterpreneur,Upper Class,24,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree
410,Surabaya,39,Islam,Madura,Bachelor degree,Enterpreneur,Upper Class,27,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
411,Surabaya,53,Islam,Madura,Bachelor degree,Enterpreneur,Lower Class,67,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
412,Surabaya,57,Islam,Madura,Master and doctoral degree,Enterpreneur,Middle Class,36,Agree,Agree,Agree,Agree,Agree,Agree,Agree
413,Surabaya,46,Islam,Java,Bachelor degree,Enterpreneur,Middle Class,42,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
414,Surabaya,53,Islam,Java,Master and doctoral degree,Enterpreneur,Lower Class,73,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree
415,Surabaya,58,Catholic,Sunda,Bachelor degree,Independent Worker,Middle Class,41,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
416,Surabaya,62,Catholic,Batak,Master and doctoral degree,Independent Worker,Middle Class,33,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
417,Surabaya,26,Catholic,Batak,Senior High School,Independent Worker,Upper Class,19,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree
418,Surabaya,61,Islam,Madura,Bachelor degree,Independent Worker,Lower Class,69,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
419,Surabaya,25,Islam,Madura,Senior High School,Independent Worker,Upper Class,23,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree
420,Surabaya,32,Islam,Madura,Senior High School,Independent Worker,Upper Class,25,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
421,Surabaya,33,Islam,Madura,Bachelor degree,Private Employees,Lower Class,57,Strongly Agree,Disagree,Strongly Agree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
422,Surabaya,25,Islam,Java,Master and doctoral degree,Private Employees,Middle Class,43,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
423,Surabaya,51,Islam,Madura,Bachelor degree,Private Employees,Middle Class,38,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree
424,Surabaya,32,Other,Other,Senior High School,Private Employees,Lower Class,61,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree
425,Surabaya,42,Islam,Sunda,Diploma,Government Employees,Lower Class,58,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
426,Surabaya,31,Islam,Madura,Diploma,Government Employees,Middle Class,34,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
427,Surabaya,29,Islam,Minang,Bachelor degree,Enterpreneur,Upper Class,26,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
428,Surabaya,41,Hindu,Bali,Master and doctoral degree,Enterpreneur,Lower Class,57,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
429,Surabaya,63,Protestant,Java,Bachelor degree,Enterpreneur,Upper Class,24,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
430,Surabaya,54,Catholic,Batak,Bachelor degree,Private Employees,Upper Class,27,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
431,Surabaya,51,Catholic,Batak,Diploma,Private Employees,Lower Class,67,Agree,Agree,Agree,Agree,Agree,Agree,Agree
432,Surabaya,24,Islam,Sunda,Bachelor degree,Private Employees,Middle Class,36,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
433,Surabaya,61,Islam,Minang,Master and doctoral degree,Private Employees,Middle Class,42,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
434,Surabaya,32,Islam,Madura,Bachelor degree,Private Employees,Lower Class,73,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
435,Surabaya,42,Islam,Madura,Diploma,Private Employees,Middle Class,41,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
436,Surabaya,50,Islam,Madura,Senior High School,Private Employees,Middle Class,33,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
437,Surabaya,56,Protestant,Batak,Diploma,Teacher?/Lecturer,Upper Class,19,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
438,Surabaya,26,Protestant,Batak,Senior High School,Teacher?/Lecturer,Lower Class,69,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
439,Surabaya,32,Protestant,Other,Senior High School,Government Employees,Upper Class,23,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree
440,Surabaya,40,Islam,Minang,Diploma,Government Employees,Upper Class,25,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
